 sex row_number liters_drunk age drink check_number
6311 м 90.0 5 28 Cola 2182
6312 ж 17.0 1 17 Fanta 4663
6313 ж 37.0 2 18 Cola 4678
6314 M 2.0 1 66 "Strong beer" 3448
6315 - 49.0 1 24 Fanta 6255
6316 ж 81.0 0 22 Bugbeer 9895
6317 Ж 76.0 4 67 Water 7535
6318 M 33.0 3 47 Bugbeer 1149
6319 м 0.0 1 20 Water 7876
6320 "Не указан" 46.0 2 43 Cola 1534
6321 M 20.0 1 77 Fanta 1997
6322 "Не указан" 54.0 5 66 Fanta 5583
6323 - 35.0 5 73 Fanta 9242
6324 Ж 75.0 3 24 Fanta 3709
6325 Ж 80.0 1 51 Water 4919
6326 ж 59.0 0 61 Fanta 6037
6327 "Не указан" 19.0 2 16 Fanta 3683
6328 м 2.0 3 13 Cola 4861
6329 "Не указан" 81.0 4 59 Bugbeer 8375
6330 м 33.0 -4 40 Fanta 6442
6331 ж 95.0 18858127 51 "Strong beer" 2857
6332 M 100.0 3 58 Fanta 1635
6333 "Не указан" 60.0 2 34 Bugbeer 3062
6334 - 41.0 5 16 Water 3609
6335 Ж 54.0 3 41 Bugbeer 515
6336 ж 69.0 3 12 Cola 1675
6337 M 77.0 0 66 "Strong beer" 9979
6338 - 5.0 5 79 Bugbeer 1965
6339 - 100.0 5 59 "Strong beer" 2170
6340 - 52.0 1 16 Fanta 4659
6341 M 80.0 4 70 Water 9225
6342 "Не указан" 39.0 1 57 "Strong beer" 9484
6343 м 54.0 4 10 Cola 580
6344 м 74.0 3 25 Bugbeer 3741
6345 ж 91.0 0 61 Water 4362
6346 M 16.0 5 80 Water 4942
6347 - 34.0 89636942 73 Water 9769
6348 м 14.0 1 77 "Strong beer" 9779
6349 "Не указан" 29.0 5 18 Water 7401
6350 "Не указан" 4.0 1 42 Water 3467
6351 -  3 21 "Strong beer" 7951
6352 M 34.0 0 21 Cola 2050
6353 -  95145034 73 Water 7128
6354 M 90.0 3 49 Beerbeer 5052
6355 - 61.0 0 59 Fanta 3720
6356 ж 75.0 -5 28 Beerbeer 2429
6357 -  98355170 31 Water 626
6358 - 69.0 5 44 Bugbeer 7303
6359 ж 2.0 2 38 Fanta 4755
6360 м  4 22 Bugbeer 4735
6361 - 75.0 5 27 Water 9377
6362 "Не указан" 100.0 4 14 Cola 4897
6363 Ж 4.0 1 58 Fanta 6238
6364 ж 13.0 5 59 Water 8014
6365 - 2.0 0 11 Cola 3924
6366 "Не указан" 33.0 2 75 Fanta 8970
6367 м 52.0 0 22 Bugbeer 6496
6368 "Не указан" 58.0 1 33 Cola 6630
6369 Ж 3.0 2 59 Beerbeer 5265
6370 ж 77.0 83984249 36 "Strong beer" 8026
6371 M  2 10 Fanta 2112
6372 "Не указан" 1.0 5 48 Beerbeer 7417
6373 Ж  1 51 "Strong beer" 851
6374 M 72.0 -2 44 Beerbeer 6935
6375 - 2.0 1 20 Water 7938
6376 "Не указан" 26.0 -6 23 Fanta 7342
6377 ж 69.0 4 35 Beerbeer 8064
6378 Ж 53.0 5 60 Beerbeer 2085
6379 - 2.0 3 35 "Strong beer" 4662
6380 - 15.0 1 61 Fanta 7839
6381 - 85.0 -3 32 Beerbeer 5655
6382 ж  3 65 Water 6265
6383 Ж 40.0 4 59 Beerbeer 1134
6384 - 95.0 4 72 Bugbeer 3790
6385 M 100.0 3 26 Bugbeer 6379
6386 M 54.0 4 63 Water 5034
6387 ж 52.0 2 24 Water 4888
6388 M 58.0 1 22 Water 1114
6389 - 43.0 2 13 Fanta 1224
6390 м 100.0 4 25 Bugbeer 1839
6391 ж 10.0 4 61 Beerbeer 7238
6392 - 85.0 4 68 Beerbeer 9632
6393 ж 50.0 5 13 Water 7834
6394 Ж  -4 29 Beerbeer 1765
6395 - 47.0 0 33 Fanta 3261
6396 - 91.0 4 68 Cola 7191
6397 Ж 63.0 -5 40 Bugbeer 3567
6398 "Не указан" 2.0 89546348 40 Fanta 2900
6399 м 93.0 3 10 Fanta 9641
6400 - 0.0 0 73 Water 4443
6401 Ж 6.0 3 67 Water 8136
6402 M 46.0 0 19 Water 6518
6403 м  2 56 Bugbeer 3554
6404 M 92.0 5 54 Fanta 6506
6405 ж 11.0 1 73 Beerbeer 2054
6406 - 35.0 5 40 Water 6702
6407 Ж 14.0 2 18 Cola 5551
6408 ж 45.0 3 53 Beerbeer 7714
6409 M 11.0 3 12 Cola 7513
6410 Ж 18.0 4 47 "Strong beer" 613
6411 M 97.0 -6 58 "Strong beer" 9644
6412 - 74.0 5 55 Beerbeer 3465
6413 - 39.0 0 26 Fanta 8526
6414 м 10.0 0 79 "Strong beer" 1285
6415 "Не указан" 57.0 84403189 35 Cola 2406
6416 Ж 22.0 4 80 "Strong beer" 4493
6417 M  4 27 Cola 5828
6418 м 13.0 0 63 Cola 7826
6419 "Не указан" 18.0 1 29 Fanta 8701
6420 Ж 95.0 72460630 41 Fanta 7749
6421 м 40.0 1 18 Cola 3996
6422 ж 46.0 5 71 Beerbeer 5923
6423 - 30.0 2 21 "Strong beer" 5992
6424 ж 15.0 5 64 Beerbeer 4041
6425 м 33.0 5 65 Fanta 6095
6426 - 94.0 -1 15 Fanta 9873
6427 M 70.0 65885042 73 Water 3036
6428 ж 45.0 5 63 Water 3479
6429 Ж 2.0 3 13 Cola 6355
6430 - 5.0 4 67 Water 3581
6431 м 56.0 1 49 "Strong beer" 3932
6432 M 100.0 4 50 Bugbeer 1547
6433 "Не указан" 67.0 3 12 Cola 5055
6434 Ж 2.0 32092798 73 Cola 1947
6435 Ж 22.0 2 79 "Strong beer" 2006
6436 м 0.0 3 47 Fanta 7946
6437 Ж 25.0 3 17 Water 4364
6438 Ж 23.0 4 14 Cola 1179
6439 Ж  3 22 "Strong beer" 382
6440 -  2 60 "Strong beer" 6233
6441 м 35.0 2 57 Bugbeer 854
6442 "Не указан" 61.0 4 58 Beerbeer 993
6443 Ж 48.0 2 43 Water 2633
6444 Ж 8.0 1 66 Beerbeer 5008
6445 м 84.0 2 38 Bugbeer 917
6446 "Не указан" 55.0 2 39 Bugbeer 6583
6447 м 41.0 5 60 Water 2110
6448 "Не указан" 84.0 2 12 Cola 609
6449 "Не указан" 82.0 0 68 Water 8564
6450 Ж 59.0 4 30 "Strong beer" 809
6451 - 34.0 1 11 Fanta 7791
6452 M 24.0 4 45 Water 5813
6453 Ж 59.0 3 55 Water 7448
6454 м 79.0 -4 28 Fanta 7415
6455 м 66.0 1 61 "Strong beer" 575
6456 Ж 41.0 3 51 Fanta 5869
6457 "Не указан" 90.0 2 46 "Strong beer" 885
6458 м 36.0 1 80 Water 7444
6459 ж 26.0 4 47 Water 870
6460 Ж 77.0 2 58 Cola 9810
6461 M 61.0 4 51 Beerbeer 7451
6462 - 90.0 5 65 Bugbeer 2870
6463 м 93.0 2 64 Cola 5263
6464 M 39.0 5 80 Fanta 8900
6465 - 22.0 4 76 Beerbeer 9066
6466 ж 91.0 0 54 Water 4921
6467 M 22.0 2 26 Cola 8253
6468 "Не указан" 72.0 2 79 Water 9893
6469 - 17.0 5 17 Water 9713
6470 M 24.0 4 48 Beerbeer 2063
6471 M 51.0 5 29 Water 2290
6472 м 70.0 2 61 Cola 6351
6473 "Не указан" 66.0 19919026 54 Cola 6171
6474 ж 58.0 4 23 "Strong beer" 684
6475 Ж 60.0 5 39 Water 4190
6476 "Не указан" 17.0 0 50 Cola 445
6477 - 53.0 4 42 Bugbeer 3466
6478 "Не указан" 54.0 4 16 Cola 1718
6479 M 94.0 2 47 Fanta 8902
6480 ж 5.0 5 11 Water 1573
6481 м 62.0 2 67 Water 6886
6482 Ж 16.0 5 23 Bugbeer 7538
6483 - 58.0 2 75 Fanta 6921
6484 м 100.0 0 59 Water 5810
6485 м  2 79 "Strong beer" 37
6486 "Не указан" 87.0 3 19 Water 1518
6487 ж 73.0 2 42 Cola 2671
6488 м 16.0 2 47 Beerbeer 3422
6489 - 7.0 4 10 Cola 4751
6490 м 48.0 1 18 Cola 2491
6491 м 44.0 3 49 Fanta 4464
6492 Ж 15.0 0 74 Fanta 5652
6493 - 44.0 2 67 Water 7358
6494 "Не указан" 50.0 2 52 Cola 1423
6495 M 96.0 2 56 Cola 5926
6496 Ж 17.0 0 66 Cola 2953
6497 "Не указан" 1.0 4 39 Cola 6623
6498 M 48.0 2 45 Beerbeer 5531
6499 - 28.0 5 38 Cola 1745
6500 M 58.0 3 75 Cola 3216
6501 "Не указан" 6.0 5 38 "Strong beer" 9732
6502 M 76.0 -4 63 Beerbeer 2232
6503 M 77.0 2 70 Water 702
6504 M 64.0 2 66 Fanta 4424
6505 Ж 5.0 3 60 Beerbeer 6331
6506 "Не указан" 25.0 1 22 Cola 5157
6507 м 58.0 4 10 Water 7064
6508 "Не указан" 38.0 0 65 Bugbeer 5928
6509 M  1 41 "Strong beer" 7915
6510 "Не указан"  4 49 Cola 5085
6511 Ж 69.0 3 77 Beerbeer 3368
6512 M 31.0 0 28 Bugbeer 9528
6513 ж 60.0 4 79 Cola 3269
6514 "Не указан" 72.0 4 12 Water 9193
6515 M 61.0 25991540 56 Beerbeer 5298
6516 M 94.0 4 65 "Strong beer" 4227
6517 Ж 82.0 5 10 Water 5317
6518 ж 12.0 5 68 "Strong beer" 4532
6519 -  5 31 Water 8618
6520 Ж 28.0 1 29 Beerbeer 83
6521 ж 60.0 1 19 Cola 9022
6522 м 9.0 2 16 Fanta 6335
6523 ж 91.0 5 23 Fanta 9541
6524 ж 32.0 4 39 "Strong beer" 1535
6525 M 10.0 1 10 Water 2165
6526 м 85.0 0 32 Bugbeer 656
6527 M 88.0 3 31 Bugbeer 1367
6528 Ж 85.0 1 30 Beerbeer 2379
6529 "Не указан" 97.0 5 56 Beerbeer 1221
6530 ж 88.0 1 56 Bugbeer 1845
6531 "Не указан" 96.0 0 30 Bugbeer 9309
6532 ж 88.0 3 42 Water 1187
6533 м 32.0 0 70 Beerbeer 8520
6534 м 10.0 3 74 Cola 1768
6535 "Не указан" 29.0 4 79 Fanta 1957
6536 - 25.0 43961148 49 Cola 5232
6537 м 20.0 4 26 Cola 8174
6538 "Не указан" 55.0 5 18 Water 4045
6539 M 26.0 5 47 "Strong beer" 1861
6540 м 11.0 7855832 26 Water 5725
6541 ж 94.0 3 45 Beerbeer 8856
6542 м 11.0 5 36 Bugbeer 7510
6543 "Не указан" 14.0 4 36 Water 4125
6544 "Не указан" 10.0 3 66 Fanta 1499
6545 M 16.0 5 32 Cola 9787
6546 ж 100.0 1 17 Cola 124
6547 Ж 99.0 0 49 Beerbeer 8151
6548 "Не указан" 83.0 3 32 Beerbeer 9197
6549 M 56.0 -1 77 Cola 8640
6550 M 54.0 58178266 64 Fanta 1693
6551 м 63.0 4 25 Water 2128
6552 - 6.0 1 10 Fanta 615
6553 ж 93.0 0 63 Beerbeer 3755
6554 м 2.0 2 60 Bugbeer 3778
6555 M 99.0 1 76 Beerbeer 3251
6556 "Не указан" 41.0 4 63 Cola 2492
6557 "Не указан" 77.0 2 19 Fanta 1481
6558 Ж 82.0 4 20 Water 9171
6559 Ж 85.0 28123222 50 Fanta 8894
6560 Ж 43.0 0 12 Cola 4450
6561 "Не указан" 26.0 0 12 Water 3167
6562 "Не указан" 34.0 1 42 Water 274
6563 - 34.0 22068666 16 Cola 2053
6564 M 16.0 1 16 Fanta 9344
6565 M 18.0 -3 33 Beerbeer 3661
6566 Ж 77.0 -1 28 Fanta 954
6567 м 67.0 5 41 Beerbeer 8831
6568 Ж 81.0 4 70 Cola 5187
6569 - 91.0 5 42 Beerbeer 8184
6570 - 80.0 3 18 Fanta 1217
6571 M  3 60 Beerbeer 4193
6572 - 78.0 2 36 Beerbeer 650
6573 ж 69.0 1 34 Cola 5240
6574 м 59.0 1 72 Water 9790
6575 Ж 38.0 4 41 Bugbeer 6691
6576 - 30.0 2 42 Fanta 821
6577 M 11.0 5 43 Bugbeer 3703
6578 - 37.0 1 28 "Strong beer" 3295
6579 "Не указан" 0.0 1 61 Water 7215
6580 ж 39.0 74789884 16 Fanta 3716
6581 M 21.0 0 12 Water 2774
6582 ж 95.0 2 73 "Strong beer" 5273
6583 M 62.0 0 51 Bugbeer 604
6584 ж 52.0 4 72 Fanta 1601
6585 м 50.0 2 79 Fanta 8428
6586 Ж 56.0 5 26 Fanta 3412
6587 M 93.0 5 11 Fanta 2489
6588 Ж 19.0 4 58 Beerbeer 3051
6589 Ж 53.0 4 69 Beerbeer 5189
6590 "Не указан" 28.0 3 71 "Strong beer" 2928
6591 - 75.0 2 18 Fanta 3549
6592 Ж 57.0 5 50 Water 7978
6593 M 32.0 1 80 Water 3102
6594 ж 96.0 3 35 "Strong beer" 8752
6595 - 63.0 5 19 Cola 497
6596 Ж 86.0 0 37 "Strong beer" 7650
6597 м 8.0 -4 61 Water 6473
6598 м 19.0 5 61 Water 92
6599 "Не указан" 60.0 1 50 Bugbeer 1166
6600 M 29.0 -6 44 "Strong beer" 3356
6601 Ж 33.0 5 57 Beerbeer 2946
6602 ж 71.0 2 72 "Strong beer" 5299
6603 M 45.0 1 65 Bugbeer 4521
6604 м 67.0 5 14 Cola 6162
6605 "Не указан" 43.0 2 41 Cola 7497
6606 Ж 5.0 4 72 Cola 3374
6607 м 76.0 5 30 "Strong beer" 9480
6608 Ж 50.0 4 17 Fanta 6074
6609 м 71.0 3 48 Beerbeer 2552
6610 M 83.0 5 10 Water 8268
6611 ж 55.0 1 61 Bugbeer 6587
6612 м 72.0 3 60 Water 4170
6613 - 43.0 2 25 Beerbeer 8353
6614 M 7.0 3 39 Fanta 7954
6615 м 4.0 2 79 Bugbeer 2728
6616 "Не указан" 65.0 2 35 Fanta 5416
6617 ж 33.0 5 11 Fanta 5343
6618 - 17.0 2 17 Cola 3489
6619 "Не указан" 29.0 1 42 Fanta 3263
6620 "Не указан" 54.0 2 57 Water 6907
6621 "Не указан" 22.0 4 16 Fanta 5026
6622 ж 54.0 2 37 Bugbeer 6461
6623 м 84.0 5 33 "Strong beer" 2651
6624 Ж 66.0 2 78 Cola 853
6625 M 29.0 5 44 Cola 5081
6626 ж 9.0 2 22 Fanta 7465
6627 - 18.0 5 15 Water 4955
6628 м 97.0 87787855 71 Beerbeer 1766
6629 ж 59.0 2 14 Water 7707
6630 Ж 61.0 0 34 Water 5919
6631 M 62.0 2 18 Fanta 8589
6632 "Не указан" 36.0 0 11 Water 4162
6633 м 10.0 2 60 "Strong beer" 2653
6634 Ж 27.0 2 40 Water 6360
6635 Ж 51.0 5 43 Water 6115
6636 Ж 56.0 4 79 Fanta 782
6637 м 84.0 1 74 Beerbeer 7354
6638 м 53.0 0 46 Bugbeer 9734
6639 "Не указан" 84.0 2 59 Cola 7994
6640 Ж 26.0 5 64 Bugbeer 7667
6641 "Не указан" 71.0 0 19 Fanta 6424
6642 "Не указан" 21.0 4 52 Bugbeer 7974
6643 м 16.0 3 44 Cola 9442
6644 ж 46.0 -5 23 Fanta 9894
6645 м 37.0 0 50 Beerbeer 267
6646 м 19.0 3 73 Water 3404
6647 - 43.0 5 15 Fanta 2448
6648 M 52.0 0 51 Cola 3416
6649 - 26.0 0 80 Water 3009
6650 м 16.0 1 41 Fanta 1429
6651 "Не указан" 34.0 5 51 Cola 4433
6652 ж 27.0 4 45 Cola 3568
6653 ж 31.0 2 57 Water 8072
6654 ж 21.0 4 79 Water 1399
6655 - 12.0 3 41 Beerbeer 8013
6656 м 42.0 5 38 Fanta 7717
6657 - 65.0 5 46 Fanta 2815
6658 M 94.0 3 71 "Strong beer" 1912
6659 м 66.0 4 12 Fanta 6405
6660 M 91.0 0 15 Water 3126
6661 - 4.0 4 48 "Strong beer" 2374
6662 м 57.0 3 31 Bugbeer 6143
6663 "Не указан" 52.0 4 64 Bugbeer 3719
6664 - 48.0 1 10 Cola 7779
6665 Ж 22.0 3 59 Water 9964
6666 M 53.0 0 64 Cola 9450
6667 "Не указан" 17.0 0 27 Beerbeer 8661
6668 M 86.0 5 53 Fanta 6733
6669 Ж 1.0 3 18 Water 6794
6670 м 34.0 3 48 "Strong beer" 3867
6671 M 99.0 1 17 Cola 6448
6672 M  3 33 Beerbeer 4308
6673 "Не указан" 19.0 1 20 Water 7436
6674 Ж 12.0 0 70 "Strong beer" 5094
6675 "Не указан" 74.0 2 59 "Strong beer" 4607
6676 м 30.0 1 10 Water 2007
6677 - 43.0 0 50 Fanta 8185
6678 M 21.0 3 20 Water 5590
6679 Ж 34.0 5 78 Water 6109
6680 - 57.0 1 30 Bugbeer 7932
6681 -  -5 56 Cola 6390
6682 ж 48.0 1 31 Cola 7370
6683 "Не указан" 36.0 4 69 Cola 4610
6684 - 2.0 1 74 "Strong beer" 4128
6685 - 50.0 5 50 "Strong beer" 1716
6686 M 35.0 1 79 Cola 6751
6687 - 35.0 -5 54 Bugbeer 8087
6688 - 45.0 1 15 Water 6962
6689 ж 15.0 2 47 Cola 900
6690 м 50.0 4 14 Water 5502
6691 Ж 15.0 0 16 Water 5216
6692 м 45.0 5 47 Water 9763
6693 м 90.0 5 31 "Strong beer" 9436
6694 "Не указан" 24.0 0 23 Fanta 7161
6695 - 9.0 26001723 10 Water 9465
6696 Ж 24.0 2 65 "Strong beer" 2944
6697 Ж 98.0 5 30 Water 254
6698 м 42.0 0 61 Fanta 3285
6699 ж 74.0 2 47 Water 8680
6700 M  4 50 Beerbeer 2949
6701 Ж 83.0 2 66 Water 3178
6702 м 15.0 4 22 Fanta 5474
6703 "Не указан" 4.0 0 74 "Strong beer" 883
6704 м 1.0 -5 13 Cola 8812
6705 M 96.0 0 69 "Strong beer" 2286
6706 "Не указан" 11.0 5 28 Cola 1105
6707 "Не указан" 79.0 0 73 Water 5428
6708 Ж 26.0 2 23 Water 4562
6709 Ж 72.0 4 19 Fanta 5831
6710 M 99.0 1 42 Bugbeer 8017
6711 ж 69.0 4 72 "Strong beer" 572
6712 Ж 54.0 1 57 Beerbeer 2563
6713 ж 86.0 3 79 "Strong beer" 7556
6714 м 46.0 -6 80 Cola 3898
6715 Ж 55.0 3 18 Water 6336
6716 M 60.0 3 36 Fanta 4266
6717 ж 30.0 4 31 Fanta 7385
6718 Ж 52.0 2 43 Fanta 66
6719 Ж 50.0 5 32 Water 3425
6720 "Не указан" 1.0 5 52 Fanta 8762
6721 M 66.0 5 66 "Strong beer" 7733
6722 M 87.0 1 48 "Strong beer" 8269
6723 - 83.0 0 33 Cola 6281
6724 M 81.0 5 53 Fanta 8587
6725 м 79.0 5 44 Fanta 9904
6726 M  2 13 Water 6326
6727 "Не указан" 61.0 0 79 Fanta 7715
6728 "Не указан" 73.0 1 68 Cola 8816
6729 M 93.0 0 35 Water 3290
6730 Ж 5.0 0 75 Cola 3748
6731 "Не указан" 37.0 5 63 Cola 5170
6732 м 23.0 3 57 Beerbeer 1365
6733 M 4.0 2 40 Water 5017
6734 Ж 47.0 0 58 Water 3831
6735 M 69.0 1 74 "Strong beer" 5883
6736 M  1 35 Beerbeer 3375
6737 ж 87.0 0 46 "Strong beer" 2681
6738 Ж 62.0 2 21 "Strong beer" 9625
6739 "Не указан" 54.0 1 75 Water 8226
6740 - 79.0 0 58 Beerbeer 3864
6741 Ж 71.0 4 44 Cola 2190
6742 Ж 96.0 2 55 "Strong beer" 4946
6743 м 38.0 -6 15 Cola 4472
6744 Ж 2.0 2 56 Bugbeer 1870
6745 "Не указан" 81.0 3 46 Bugbeer 3059
6746 Ж 89.0 2 12 Cola 5970
6747 ж 53.0 2 39 Fanta 4388
6748 м 61.0 1 56 Water 433
6749 Ж 59.0 83565763 60 "Strong beer" 6765
6750 Ж 82.0 3 16 Fanta 5925
6751 M 56.0 4 30 Water 9824
6752 M 10.0 5 25 Fanta 2930
6753 м 27.0 2 32 "Strong beer" 8757
6754 "Не указан" 84.0 4 68 Water 2743
6755 "Не указан" 93.0 4 79 Fanta 5186
6756 - 56.0 4 55 Fanta 8742
6757 м 9.0 2 62 Water 6097
6758 м 86.0 3 33 Cola 9006
6759 "Не указан" 97.0 4 72 Fanta 8944
6760 M 84.0 4 29 Fanta 1209
6761 "Не указан" 67.0 4 22 Fanta 2873
6762 "Не указан" 18.0 3 28 Cola 7877
6763 - 67.0 2 12 Water 3052
6764 Ж  2 16 Cola 8235
6765 - 46.0 2 70 Bugbeer 7860
6766 ж  2 68 Fanta 1117
6767 - 43.0 2 22 Cola 3327
6768 ж 97.0 2 58 Cola 9900
6769 "Не указан" 68.0 3 20 Water 8586
6770 "Не указан" 73.0 0 54 Bugbeer 2929
6771 ж 1.0 5 72 Cola 1946
6772 M 6.0 5 20 Cola 3131
6773 "Не указан" 53.0 2 75 Bugbeer 5368
6774 M 74.0 3 26 Fanta 5972
6775 м 89.0 2 43 Bugbeer 6161
6776 - 63.0 0 61 Water 6803
6777 ж 91.0 2 28 Fanta 8256
6778 м 3.0 1 63 Beerbeer 5599
6779 Ж 47.0 5 20 Cola 2880
6780 Ж  2 31 Bugbeer 2135
6781 ж 46.0 1 41 Cola 2510
6782 "Не указан" 85.0 4 29 Bugbeer 3075
6783 Ж 65.0 4 39 Fanta 9820
6784 ж 58.0 3 64 Water 4164
6785 м 37.0 1 40 Beerbeer 9783
6786 M 55.0 4 10 Fanta 3257
6787 м 93.0 4 35 Cola 3148
6788 "Не указан" 32.0 5 48 Water 1409
6789 м 28.0 3 37 Beerbeer 3091
6790 - 43.0 4 51 Water 8109
6791 "Не указан" 13.0 4 15 Cola 8886
6792 M  3 33 Fanta 4880
6793 м 21.0 4 79 Fanta 8338
6794 Ж 53.0 3 70 Cola 1310
6795 Ж 74.0 -1 70 Water 7425
6796 "Не указан" 95.0 5 27 Beerbeer 5687
6797 M 28.0 2 67 "Strong beer" 1305
6798 "Не указан" 21.0 3 79 Water 4455
6799 ж 17.0 0 23 Cola 2026
6800 м 30.0 0 67 Cola 5787
6801 "Не указан" 11.0 4 76 Cola 686
6802 м 5.0 4 12 Fanta 3444
6803 M 24.0 3 54 "Strong beer" 3585
6804 Ж 39.0 3 57 Fanta 5651
6805 M 73.0 5 80 Cola 5514
6806 Ж 88.0 2 17 Fanta 1678
6807 ж 19.0 2 28 Fanta 8413
6808 ж 93.0 3 80 Beerbeer 4066
6809 "Не указан" 86.0 1 26 Water 511
6810 м 96.0 4 40 Fanta 41
6811 Ж 70.0 3 75 Beerbeer 6004
6812 Ж 26.0 4 10 Water 2933
6813 "Не указан" 39.0 4 16 Fanta 5845
6814 Ж 18.0 4 35 "Strong beer" 8432
6815 M 80.0 5 34 "Strong beer" 5969
6816 - 91.0 5 26 Water 8010
6817 Ж 2.0 5 44 Beerbeer 1863
6818 M 60.0 2 46 Bugbeer 5131
6819 ж 24.0 0 48 "Strong beer" 2594
6820 - 74.0 1 41 Fanta 7409
6821 Ж 87.0 3 19 Cola 8588
6822 Ж 86.0 3 40 Water 9821
6823 - 65.0 1 36 Water 8347
6824 ж 15.0 3 40 Beerbeer 1577
6825 ж 20.0 4 64 Cola 48
6826 "Не указан" 56.0 0 76 Beerbeer 8455
6827 M 41.0 5 25 Fanta 3587
6828 M 82.0 5 11 Cola 1631
6829 M 6.0 3 26 Bugbeer 7493
6830 м 97.0 5 33 Water 518
6831 "Не указан" 56.0 1 49 Water 5648
6832 M 44.0 3 26 Bugbeer 4456
6833 м 99.0 4 53 Beerbeer 5162
6834 ж 11.0 4 49 Cola 81
6835 ж 0.0 4 22 Beerbeer 6552
6836 - 89.0 0 23 Beerbeer 6896
6837 Ж 17.0 4 70 Cola 5809
6838 м 97.0 2 21 Water 9589
6839 "Не указан" 82.0 52058301 58 Cola 2968
6840 Ж 62.0 1 79 Bugbeer 8458
6841 м 23.0 4 74 Cola 8957
6842 M 58.0 3 19 Fanta 9800
6843 - 31.0 4 39 Beerbeer 8453
6844 Ж 61.0 3 69 Fanta 2303
6845 Ж 97.0 92746273 45 Beerbeer 7815
6846 M 95.0 4 76 Water 811
6847 Ж 66.0 2 23 "Strong beer" 3606
6848 ж 59.0 2 61 Water 7262
6849 Ж 4.0 4 21 Water 9637
6850 Ж 25.0 2 27 Bugbeer 7607
6851 M 75.0 0 64 Beerbeer 9582
6852 м 94.0 3 28 Fanta 3249
6853 ж 11.0 3 63 "Strong beer" 5338
6854 M 27.0 -2 20 Fanta 2865
6855 ж 2.0 1 56 Fanta 2116
6856 - 97.0 1 17 Fanta 9041
6857 ж 52.0 1 55 Water 1087
6858 м 51.0 1 19 Water 2349
6859 - 15.0 1 12 Cola 8088
6860 - 13.0 -4 11 Fanta 2890
6861 м 64.0 10774654 22 Water 7501
6862 - 97.0 2 49 Fanta 1643
6863 M 46.0 0 18 Fanta 9514
6864 M 71.0 1 20 Cola 2894
6865 м 25.0 2 48 Water 4832
6866 ж 75.0 -4 11 Water 7318
6867 - 64.0 0 50 Beerbeer 2462
6868 - 32.0 2 80 Beerbeer 1872
6869 Ж 21.0 2 10 Fanta 4786
6870 ж 26.0 1 46 Bugbeer 5946
6871 M  2 78 "Strong beer" 8150
6872 M 70.0 4 58 Cola 2831
6873 ж 19.0 -6 33 Cola 7921
6874 M 52.0 3 20 Fanta 8671
6875 ж 33.0 2 80 Fanta 1552
6876 "Не указан" 45.0 5 74 Cola 3119
6877 Ж 61.0 5 10 Fanta 5190
6878 M 3.0 2 46 Water 1388
6879 - 46.0 1 39 Beerbeer 6498
6880 - 0.0 4 67 Fanta 5904
6881 ж 39.0 5 16 Cola 9259
6882 "Не указан" 0.0 4 29 "Strong beer" 8065
6883 "Не указан" 71.0 5 46 "Strong beer" 1796
6884 - 42.0 4 64 Beerbeer 965
6885 - 41.0 2 15 Cola 6240
6886 Ж 79.0 -4 64 Water 6131
6887 M  4 13 Fanta 6895
6888 Ж 3.0 5 69 Water 527
6889 Ж 27.0 53372578 45 Fanta 6701
6890 "Не указан" 67.0 0 21 "Strong beer" 5815
6891 "Не указан" 50.0 5 64 "Strong beer" 860
6892 ж  3 70 Bugbeer 1837
6893 Ж 44.0 2 54 Bugbeer 7202
6894 ж 64.0 0 52 Beerbeer 6350
6895 "Не указан"  2 42 "Strong beer" 8711
6896 M 7.0 4 61 Bugbeer 666
6897 ж 49.0 2 52 Fanta 2683
6898 M 13.0 4 29 Bugbeer 6372
6899 Ж 34.0 0 55 Water 7291
6900 ж 48.0 1 46 Water 7948
6901 M 55.0 5 55 Water 3766
6902 - 14.0 2 31 "Strong beer" 2565
6903 - 69.0 3 61 Cola 1433
6904 Ж 50.0 0 41 Beerbeer 3627
6905 "Не указан" 92.0 0 11 Water 6536
6906 Ж 61.0 4 41 Fanta 872
6907 "Не указан" 21.0 2 60 Bugbeer 8838
6908 M 59.0 5 14 Water 6299
6909 ж 97.0 4 73 Bugbeer 7545
6910 м 99.0 2 12 Water 2461
6911 - 87.0 1 37 Beerbeer 5105
6912 - 89.0 1 10 Water 884
6913 - 60.0 1 19 Water 3183
6914 м 57.0 4 20 Fanta 5378
6915 Ж 9.0 5 72 Beerbeer 7604
6916 "Не указан" 7.0 1 45 Water 9774
6917 M 68.0 1 55 Cola 8612
6918 Ж 29.0 4 56 Beerbeer 468
6919 M 87.0 2 72 Water 7594
6920 "Не указан" 70.0 3 61 Cola 9335
6921 M 60.0 1 65 Fanta 7361
6922 M 14.0 4 69 "Strong beer" 9152
6923 ж 52.0 2 80 Beerbeer 1290
6924 ж 95.0 1 12 Cola 4927
6925 ж 89.0 52448731 40 "Strong beer" 6718
6926 M 30.0 0 17 Fanta 6878
6927 Ж 45.0 1 44 Water 9890
6928 м 99.0 3 56 Beerbeer 9855
6929 M 53.0 1 11 Cola 4452
6930 M 4.0 1 58 Cola 5952
6931 м 14.0 3 30 Fanta 7562
6932 Ж  48713000 41 "Strong beer" 2652
6933 м 58.0 4 60 Cola 9593
6934 Ж 36.0 4 33 "Strong beer" 6796
